locus_tag	ftype	length_bp	gene	EC_number	COG	product
LNBKKNJO_01810	CDS	108				hypothetical protein
LNBKKNJO_01811	CDS	360				hypothetical protein
LNBKKNJO_01812	CDS	867				hypothetical protein
LNBKKNJO_01813	CDS	2571	fbiC		COG1060	FO synthase
LNBKKNJO_01814	CDS	2526				hypothetical protein
LNBKKNJO_01815	CDS	333				hypothetical protein
LNBKKNJO_01816	CDS	2025	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
LNBKKNJO_01817	CDS	744				hypothetical protein
LNBKKNJO_01818	CDS	1461	dapL	2.6.1.83		LL-diaminopimelate aminotransferase
LNBKKNJO_01819	CDS	1857				hypothetical protein
LNBKKNJO_01820	CDS	1464	oxyS	1.14.13.234		12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase
LNBKKNJO_01821	CDS	306				hypothetical protein
LNBKKNJO_01822	CDS	1179				hypothetical protein
LNBKKNJO_01823	CDS	525	yrdA		COG0663	Protein YrdA
LNBKKNJO_01824	CDS	1185	kshA_2	1.14.15.30	COG4638	3-ketosteroid-9-alpha-monooxygenase, oxygenase component
LNBKKNJO_01825	CDS	450				hypothetical protein
LNBKKNJO_01826	CDS	1146				hypothetical protein
LNBKKNJO_01827	CDS	783	fabG2_2	1.-.-.-		putative oxidoreductase
LNBKKNJO_01828	CDS	486				hypothetical protein
LNBKKNJO_01829	CDS	639				hypothetical protein
LNBKKNJO_01830	CDS	2586	gshA_1	6.3.2.2		Glutamate--cysteine ligase
LNBKKNJO_01831	CDS	1044		4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
LNBKKNJO_01832	CDS	927	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
LNBKKNJO_01833	CDS	786	tesE	4.2.1.132		2-hydroxyhexa-2,4-dienoate hydratase
LNBKKNJO_01834	CDS	1695	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
LNBKKNJO_01835	CDS	870				hypothetical protein
LNBKKNJO_01836	CDS	846				hypothetical protein
LNBKKNJO_01837	CDS	1161				hypothetical protein
LNBKKNJO_01838	CDS	402				hypothetical protein
LNBKKNJO_01839	CDS	951				hypothetical protein
LNBKKNJO_01840	CDS	1164		1.3.99.-		Acyl-CoA dehydrogenase FadE29
LNBKKNJO_01841	CDS	1032		1.3.99.-		Acyl-CoA dehydrogenase FadE28
LNBKKNJO_01842	CDS	1254		1.14.15.29	COG2124	Steroid C26-monooxygenase
LNBKKNJO_01843	CDS	1176	fadA5_2	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
LNBKKNJO_01844	CDS	387				hypothetical protein
LNBKKNJO_01845	CDS	456	ddn	1.-.-.-		Deazaflavin-dependent nitroreductase
LNBKKNJO_01846	CDS	906		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
LNBKKNJO_01847	CDS	780	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
LNBKKNJO_01848	CDS	516				hypothetical protein
LNBKKNJO_01849	CDS	288				hypothetical protein
LNBKKNJO_01850	CDS	507				hypothetical protein
LNBKKNJO_01851	CDS	1239				hypothetical protein
LNBKKNJO_01852	CDS	1128				hypothetical protein
LNBKKNJO_01853	CDS	1113				hypothetical protein
LNBKKNJO_01854	CDS	1047				hypothetical protein
LNBKKNJO_01855	CDS	1074				hypothetical protein
LNBKKNJO_01856	CDS	1491				hypothetical protein
LNBKKNJO_01857	CDS	873				hypothetical protein
LNBKKNJO_01858	CDS	846				hypothetical protein
LNBKKNJO_01859	CDS	1641		6.2.1.-	COG0318	Putative ligase/MSMEI_5285
LNBKKNJO_01860	CDS	282	acpP_2			Acyl carrier protein
LNBKKNJO_01861	CDS	777				hypothetical protein
LNBKKNJO_01862	CDS	975	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LNBKKNJO_01863	CDS	729				hypothetical protein
LNBKKNJO_01864	CDS	507				hypothetical protein
LNBKKNJO_01865	CDS	744				hypothetical protein
LNBKKNJO_01866	CDS	1509	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
LNBKKNJO_01867	CDS	1350	dat	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
LNBKKNJO_01868	CDS	1098				hypothetical protein
LNBKKNJO_01869	CDS	981	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
LNBKKNJO_01870	CDS	1182	yghO			Protein YghO
LNBKKNJO_01871	CDS	1089				hypothetical protein
LNBKKNJO_01872	CDS	726				hypothetical protein
LNBKKNJO_01873	CDS	807				hypothetical protein
LNBKKNJO_01874	CDS	837				hypothetical protein
LNBKKNJO_01875	CDS	222				hypothetical protein
LNBKKNJO_01876	CDS	612		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
LNBKKNJO_01877	CDS	363				putative protein
LNBKKNJO_01878	CDS	393				hypothetical protein
LNBKKNJO_01879	tRNA	86				tRNA-Leu(tag)
LNBKKNJO_01880	CDS	150				hypothetical protein
LNBKKNJO_01881	CDS	2625	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
LNBKKNJO_01882	CDS	1740	irtB	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtB
LNBKKNJO_01883	CDS	1068				hypothetical protein
LNBKKNJO_01884	CDS	1164	carC_2	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
LNBKKNJO_01885	CDS	747	fabG2_3	1.-.-.-		putative oxidoreductase
LNBKKNJO_01886	CDS	1224	thlA_3	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
LNBKKNJO_01887	CDS	1215	mct	5.4.1.3	COG1804	2-methylfumaryl-CoA isomerase
LNBKKNJO_01888	CDS	1194	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
LNBKKNJO_01889	CDS	714	mcbR		COG1802	HTH-type transcriptional regulator McbR
LNBKKNJO_01890	CDS	366				putative protein
LNBKKNJO_01891	CDS	522	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
LNBKKNJO_01892	CDS	693	menE_4	6.2.1.26		2-succinylbenzoate--CoA ligase
LNBKKNJO_01893	CDS	285				hypothetical protein
LNBKKNJO_01894	CDS	1599	lcfB_4	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
LNBKKNJO_01895	CDS	1482	menE_5	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
LNBKKNJO_01896	CDS	816	dpgD_1	4.2.1.17		Enoyl-CoA-hydratase
LNBKKNJO_01897	CDS	813	dpgD_2	4.2.1.17		Enoyl-CoA-hydratase
LNBKKNJO_01898	CDS	819	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
LNBKKNJO_01899	CDS	675				hypothetical protein
LNBKKNJO_01900	CDS	897	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
LNBKKNJO_01901	CDS	804				HTH-type transcriptional repressor
LNBKKNJO_01902	CDS	264				hypothetical protein
LNBKKNJO_01903	CDS	492	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
LNBKKNJO_01904	CDS	978			COG0601	Putative peptide transport permease protein
LNBKKNJO_01905	CDS	894			COG1173	Putative peptide transport permease protein
LNBKKNJO_01906	CDS	1839			COG1123	putative ABC transporter ATP-binding protein
LNBKKNJO_01907	CDS	1749			COG0747	putative protein
LNBKKNJO_01908	CDS	1248				hypothetical protein
LNBKKNJO_01909	CDS	1590		1.1.-.-	COG2303	putative GMC-type oxidoreductase
LNBKKNJO_01910	CDS	2631				putative protein
LNBKKNJO_01911	CDS	1152				hypothetical protein
LNBKKNJO_01912	CDS	597		3.1.3.-	COG2062	putative protein
LNBKKNJO_01913	CDS	567				hypothetical protein
LNBKKNJO_01914	CDS	558	lprB			Putative lipoprotein LprB
LNBKKNJO_01915	CDS	1740			COG1132	putative ABC transporter ATP-binding protein
LNBKKNJO_01916	CDS	1923		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
LNBKKNJO_01917	CDS	984				hypothetical protein
LNBKKNJO_01918	CDS	756			COG0217	putative transcriptional regulatory protein
LNBKKNJO_01919	CDS	1512				hypothetical protein
LNBKKNJO_01920	CDS	780				hypothetical protein
LNBKKNJO_01921	CDS	210				hypothetical protein
LNBKKNJO_01922	CDS	792				hypothetical protein
LNBKKNJO_01923	CDS	534	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
LNBKKNJO_01924	CDS	744				hypothetical protein
LNBKKNJO_01925	CDS	1023				hypothetical protein
LNBKKNJO_01926	CDS	1101	galK_2	2.7.1.6	COG0153	Galactokinase
LNBKKNJO_01927	CDS	1119	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
LNBKKNJO_01928	CDS	1170			COG0654	putative protein
LNBKKNJO_01929	CDS	966		1.14.-.-	COG2124	Putative cytochrome P450 135B1
LNBKKNJO_01930	CDS	372		1.14.-.-	COG2124	Putative cytochrome P450 135B1
LNBKKNJO_01931	CDS	540				hypothetical protein
LNBKKNJO_01932	CDS	1011		1.14.-.-		Cytochrome P450-terp
LNBKKNJO_01933	CDS	210				hypothetical protein
LNBKKNJO_01934	CDS	1497		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
LNBKKNJO_01935	CDS	657				hypothetical protein
LNBKKNJO_01936	CDS	573				hypothetical protein
LNBKKNJO_01937	CDS	321				hypothetical protein
LNBKKNJO_01938	CDS	1047	fgd_3	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
LNBKKNJO_01939	CDS	318				hypothetical protein
LNBKKNJO_01940	CDS	237				hypothetical protein
LNBKKNJO_01941	CDS	480				hypothetical protein
LNBKKNJO_01942	CDS	1644		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
LNBKKNJO_01943	CDS	1215	yjiB_1	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
LNBKKNJO_01944	CDS	1215	fldA_2	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
LNBKKNJO_01945	CDS	1182		1.3.99.-		Acyl-CoA dehydrogenase FadE26
LNBKKNJO_01946	CDS	1065		1.3.99.-		Acyl-CoA dehydrogenase FadE27
LNBKKNJO_01947	CDS	837				hypothetical protein
LNBKKNJO_01948	CDS	1635		6.2.1.3		Long-chain-fatty-acid--CoA/3-oxocholest-4-en-26-oate--CoA ligase
LNBKKNJO_01949	CDS	1206				hypothetical protein
LNBKKNJO_01950	CDS	357				hypothetical protein
LNBKKNJO_01951	CDS	1035		2.8.2.-		Glycolipid sulfotransferase
LNBKKNJO_01952	CDS	1086		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks18
LNBKKNJO_01953	CDS	1392				hypothetical protein
LNBKKNJO_01954	CDS	1041	lprF			Putative diacylated glycolipid transporter LprF
LNBKKNJO_01955	CDS	1206			COG1680	putative protein
LNBKKNJO_01956	CDS	573				hypothetical protein
LNBKKNJO_01957	CDS	228			COG0654	putative protein
LNBKKNJO_01958	CDS	963				hypothetical protein
LNBKKNJO_01959	CDS	2832				hypothetical protein
LNBKKNJO_01960	CDS	408				hypothetical protein
LNBKKNJO_01961	CDS	522	nusB		COG0781	Transcription antitermination protein NusB
LNBKKNJO_01962	CDS	564	efp		COG0231	Elongation factor P
LNBKKNJO_01963	CDS	1056	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
LNBKKNJO_01964	CDS	759				hypothetical protein
LNBKKNJO_01965	CDS	429	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
LNBKKNJO_01966	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
LNBKKNJO_01967	CDS	555	aroK	2.7.1.71	COG0703	Shikimate kinase
LNBKKNJO_01968	CDS	1224	aroC	4.2.3.5	COG0082	Chorismate synthase
LNBKKNJO_01969	CDS	444				hypothetical protein
LNBKKNJO_01970	CDS	834	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
LNBKKNJO_01971	CDS	1257	mltG	4.2.2.-		Endolytic murein transglycosylase
LNBKKNJO_01972	CDS	432		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
LNBKKNJO_01973	CDS	2706	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
LNBKKNJO_01974	CDS	402				hypothetical protein
LNBKKNJO_01975	CDS	201				hypothetical protein
LNBKKNJO_01976	CDS	900	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
LNBKKNJO_01977	CDS	1338	dinF		COG0534	DNA damage-inducible protein F
LNBKKNJO_01978	CDS	960	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
LNBKKNJO_01979	CDS	528	rbfA		COG0858	Ribosome-binding factor A
LNBKKNJO_01980	CDS	2808	infB			Translation initiation factor IF-2
LNBKKNJO_01981	CDS	1044	nusA		COG0195	Transcription termination/antitermination protein NusA
LNBKKNJO_01982	CDS	534	rimP		COG0779	Ribosome maturation factor RimP
LNBKKNJO_01983	CDS	540				hypothetical protein
LNBKKNJO_01984	CDS	489				hypothetical protein
LNBKKNJO_01985	CDS	1737	proS	6.1.1.15	COG0442	Proline--tRNA ligase
LNBKKNJO_01986	CDS	1593	efpA			putative MFS-type transporter EfpA
LNBKKNJO_01987	CDS	1206	cysG_1		COG0007	Siroheme synthase
LNBKKNJO_01988	CDS	1404	cobB_1	6.3.5.9	COG1797	Hydrogenobyrinate a,c-diamide synthase
LNBKKNJO_01989	CDS	615	cobO	2.5.1.17		Corrinoid adenosyltransferase
LNBKKNJO_01990	CDS	1851			COG1239	putative protein
LNBKKNJO_01991	CDS	471				hypothetical protein
LNBKKNJO_01992	CDS	1482	mqo	1.1.5.4	COG0579	putative malate:quinone oxidoreductase
LNBKKNJO_01993	CDS	1023				hypothetical protein
LNBKKNJO_01994	CDS	1218	stp_1			Multidrug resistance protein Stp
LNBKKNJO_01995	CDS	243				hypothetical protein
LNBKKNJO_01996	CDS	240	mmpL4_3		COG2409	Siderophore exporter MmpL4
LNBKKNJO_01997	CDS	333				hypothetical protein
LNBKKNJO_01998	CDS	327				hypothetical protein
LNBKKNJO_01999	CDS	258	acpP_3			Acyl carrier protein
LNBKKNJO_02000	CDS	420				hypothetical protein
LNBKKNJO_02001	CDS	1608				hypothetical protein
LNBKKNJO_02002	CDS	126				hypothetical protein
LNBKKNJO_02003	CDS	276				hypothetical protein
LNBKKNJO_02004	CDS	522				hypothetical protein
LNBKKNJO_02005	CDS	1293	hoxH	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
LNBKKNJO_02006	CDS	483				hypothetical protein
LNBKKNJO_02007	CDS	240				hypothetical protein
LNBKKNJO_02008	CDS	816	asrB		COG0543	Anaerobic sulfite reductase subunit B
LNBKKNJO_02009	CDS	1125				hypothetical protein
LNBKKNJO_02010	CDS	582				putative membrane protein
LNBKKNJO_02011	CDS	1002				Putative NAD(P)H nitroreductase
LNBKKNJO_02012	CDS	423				hypothetical protein
LNBKKNJO_02013	CDS	1383	kdpB	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
LNBKKNJO_02014	CDS	372				hypothetical protein
LNBKKNJO_02015	CDS	885				hypothetical protein
LNBKKNJO_02016	CDS	933				hypothetical protein
LNBKKNJO_02017	CDS	828				hypothetical protein
LNBKKNJO_02018	CDS	507				hypothetical protein
LNBKKNJO_02019	CDS	819		1.1.1.201	COG0300	7-beta-hydroxysteroid dehydrogenase (NADP(+))
LNBKKNJO_02020	CDS	777	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
LNBKKNJO_02021	CDS	1182		1.3.99.-		Acyl-CoA dehydrogenase FadE34
LNBKKNJO_02022	CDS	1029				hypothetical protein
LNBKKNJO_02023	CDS	816				hypothetical protein
LNBKKNJO_02024	CDS	768	sdh	1.1.1.276		Serine 3-dehydrogenase
LNBKKNJO_02025	CDS	429	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
LNBKKNJO_02026	CDS	489	glgX_3	3.2.1.-	COG1523	Glycogen operon protein GlgX 
LNBKKNJO_02027	CDS	1266				hypothetical protein
LNBKKNJO_02028	CDS	1146	lprN_3			Lipoprotein LprN
LNBKKNJO_02029	CDS	1395				hypothetical protein
LNBKKNJO_02030	CDS	732				hypothetical protein
LNBKKNJO_02031	CDS	816	murI	5.1.1.3	COG0796	Glutamate racemase
LNBKKNJO_02032	CDS	444				hypothetical protein
LNBKKNJO_02033	CDS	228				hypothetical protein
LNBKKNJO_02034	CDS	273	cysO		COG1977	Sulfur carrier protein CysO
LNBKKNJO_02035	CDS	408	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
LNBKKNJO_02036	CDS	1089		3.4.11.-	COG3191	putative aminopeptidase
LNBKKNJO_02037	CDS	588				putative protein
LNBKKNJO_02038	CDS	306	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
LNBKKNJO_02039	CDS	1317	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
LNBKKNJO_02040	CDS	2022	dinG_2	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
LNBKKNJO_02041	CDS	2604	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
LNBKKNJO_02042	CDS	2088	glgE	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
LNBKKNJO_02043	CDS	2196	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
LNBKKNJO_02044	CDS	783			COG3118	putative protein
LNBKKNJO_02045	CDS	1182		2.3.1.9	COG0183	putative acetyl-CoA acetyltransferase
LNBKKNJO_02046	CDS	468	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
LNBKKNJO_02047	CDS	672	nucS	3.1.-.-	COG1637	Endonuclease NucS
LNBKKNJO_02048	CDS	771				hypothetical protein
LNBKKNJO_02049	CDS	1083				hypothetical protein
LNBKKNJO_02050	CDS	3042				hypothetical protein
LNBKKNJO_02051	CDS	1308				hypothetical protein
LNBKKNJO_02052	CDS	504				hypothetical protein
LNBKKNJO_02053	CDS	531				putative protein
LNBKKNJO_02054	CDS	666				hypothetical protein
LNBKKNJO_02055	CDS	279				hypothetical protein
LNBKKNJO_02056	CDS	291	mtp			Pilin
LNBKKNJO_02057	CDS	585				hypothetical protein
LNBKKNJO_02058	CDS	750				hypothetical protein
LNBKKNJO_02059	CDS	660				hypothetical protein
LNBKKNJO_02060	CDS	606	ctaE_2	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
LNBKKNJO_02061	CDS	291				hypothetical protein
LNBKKNJO_02062	CDS	1275		1.14.-.-	COG2124	Cytochrome P450 144
LNBKKNJO_02063	CDS	243				hypothetical protein
LNBKKNJO_02064	CDS	279				hypothetical protein
LNBKKNJO_02065	CDS	432				putative protein
LNBKKNJO_02066	CDS	765	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
LNBKKNJO_02067	CDS	423	lppE			putative lipoprotein LppE
LNBKKNJO_02068	CDS	1182				hypothetical protein
LNBKKNJO_02069	CDS	1440	fadD3_2	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
LNBKKNJO_02070	CDS	792				hypothetical protein
LNBKKNJO_02071	CDS	156				putative protein
LNBKKNJO_02072	CDS	555				putative protein
LNBKKNJO_02073	CDS	630				hypothetical protein
LNBKKNJO_02074	CDS	186				hypothetical protein
LNBKKNJO_02075	CDS	1701	kdc	4.1.1.-	COG3961	Alpha-keto-acid decarboxylase
LNBKKNJO_02076	CDS	441				hypothetical protein
LNBKKNJO_02077	CDS	273				hypothetical protein
LNBKKNJO_02078	CDS	786	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
LNBKKNJO_02079	CDS	435				hypothetical protein
LNBKKNJO_02080	CDS	894	dhmA1	3.8.1.5		Haloalkane dehalogenase 1
LNBKKNJO_02081	CDS	894	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
LNBKKNJO_02082	CDS	1101	fabH_3	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
LNBKKNJO_02083	CDS	990				putative protein
LNBKKNJO_02084	CDS	1449			COG0645	putative protein
LNBKKNJO_02085	CDS	897			COG0589	Universal stress protein
LNBKKNJO_02086	CDS	816				Universal stress protein
LNBKKNJO_02087	CDS	1713	dosT	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DosT
LNBKKNJO_02088	CDS	690	devR_1		COG2197	DNA-binding transcriptional activator DevR/DosR
LNBKKNJO_02089	CDS	765				Universal stress protein
LNBKKNJO_02090	CDS	972	pfkB	2.7.1.11	COG1105	Putative ATP-dependent 6-phosphofructokinase isozyme 2
LNBKKNJO_02091	CDS	447			COG1926	putative protein
LNBKKNJO_02092	CDS	1101			COG1926	putative protein
LNBKKNJO_02093	CDS	432	hspX		COG0071	Alpha-crystallin
LNBKKNJO_02094	CDS	450				hypothetical protein
LNBKKNJO_02095	CDS	267				hypothetical protein
LNBKKNJO_02096	CDS	981	acg	1.-.-.-		Putative NAD(P)H nitroreductase acg
LNBKKNJO_02097	CDS	1830	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
LNBKKNJO_02098	CDS	1005	acoA_2	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
LNBKKNJO_02099	CDS	978	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
LNBKKNJO_02100	CDS	111				hypothetical protein
LNBKKNJO_02101	CDS	114				hypothetical protein
LNBKKNJO_02102	CDS	285				hypothetical protein
LNBKKNJO_02103	CDS	537				hypothetical protein
LNBKKNJO_02104	CDS	984	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
LNBKKNJO_02105	CDS	1677	cysG_2	4.99.1.4		Siroheme synthase
LNBKKNJO_02106	CDS	945	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
LNBKKNJO_02107	CDS	1422	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
LNBKKNJO_02108	CDS	276			COG0526	putative protein
LNBKKNJO_02109	CDS	1989				hypothetical protein
LNBKKNJO_02110	CDS	450				hypothetical protein
LNBKKNJO_02111	CDS	1221				hypothetical protein
LNBKKNJO_02112	CDS	732		3.1.1.-		GDSL lipase
LNBKKNJO_02113	CDS	117				hypothetical protein
LNBKKNJO_02114	CDS	2163				hypothetical protein
LNBKKNJO_02115	CDS	945				hypothetical protein
LNBKKNJO_02116	CDS	864				hypothetical protein
LNBKKNJO_02117	CDS	2718	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
LNBKKNJO_02118	CDS	162				hypothetical protein
LNBKKNJO_02119	CDS	1689		2.1.1.156		Glycine/sarcosine/dimethylglycine N-methyltransferase
LNBKKNJO_02120	CDS	327				hypothetical protein
LNBKKNJO_02121	CDS	123				hypothetical protein
LNBKKNJO_02122	CDS	192				hypothetical protein
LNBKKNJO_02123	CDS	621	gabP_1		COG1113	GABA permease
LNBKKNJO_02124	CDS	324	rsmA_2			Anti-sigma-M factor RsmA
LNBKKNJO_02125	CDS	999	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
LNBKKNJO_02126	CDS	354	trxA		COG0526	Thioredoxin
LNBKKNJO_02127	CDS	1221	cwlM	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase CwlM
LNBKKNJO_02128	CDS	732				hypothetical protein
LNBKKNJO_02129	CDS	984	parB		COG1475	putative chromosome-partitioning protein ParB
LNBKKNJO_02130	CDS	1134				Iron-sulfur cluster carrier protein
LNBKKNJO_02131	CDS	687	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
LNBKKNJO_02132	CDS	549				hypothetical protein
LNBKKNJO_02133	CDS	1116	yidC		COG0706	Membrane protein insertase YidC
LNBKKNJO_02134	CDS	309	yidD			Putative membrane protein insertion efficiency factor
LNBKKNJO_02135	CDS	1557	dnaA		COG0593	Chromosomal replication initiator protein DnaA
LNBKKNJO_02136	CDS	1209	dnaN		COG0592	Beta sliding clamp
LNBKKNJO_02137	CDS	1080	recF		COG1195	DNA replication and repair protein RecF
LNBKKNJO_02138	CDS	564				hypothetical protein
LNBKKNJO_02139	CDS	2079	gyrB1	5.6.2.2		DNA gyrase subunit B
LNBKKNJO_02140	CDS	2520	gyrA1	5.6.2.2		DNA gyrase subunit A
LNBKKNJO_02141	tRNA	75				tRNA-Ile(gat)
LNBKKNJO_02142	tRNA	74				tRNA-Ala(tgc)
LNBKKNJO_02143	CDS	897	MENG	2.1.1.329		2-phytyl-1,4-beta-naphthoquinone methyltransferase, chloroplastic
LNBKKNJO_02144	CDS	426	tipA_1			HTH-type transcriptional activator TipA
LNBKKNJO_02145	CDS	807				hypothetical protein
LNBKKNJO_02146	CDS	1041		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
LNBKKNJO_02147	CDS	432				hypothetical protein
LNBKKNJO_02148	CDS	567				hypothetical protein
LNBKKNJO_02149	CDS	1218	eis_1	2.3.1.-	COG4552	N-acetyltransferase Eis
LNBKKNJO_02150	CDS	645				hypothetical protein
LNBKKNJO_02151	CDS	1212	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
LNBKKNJO_02152	CDS	1209		2.4.-.-	COG1819	putative glycosyltransferase
LNBKKNJO_02153	CDS	501				hypothetical protein
LNBKKNJO_02154	CDS	1158				hypothetical protein
LNBKKNJO_02155	CDS	492	ohrR			Organic hydroperoxide resistance transcriptional regulator
LNBKKNJO_02156	CDS	417				putative proteinA
LNBKKNJO_02157	CDS	366				hypothetical protein
LNBKKNJO_02158	CDS	1212				hypothetical protein
LNBKKNJO_02159	CDS	576	kstR_2			HTH-type transcriptional repressor KstR
LNBKKNJO_02160	CDS	867				hypothetical protein
LNBKKNJO_02161	CDS	717		1.3.99.-		Acyl-CoA dehydrogenase FadE34
LNBKKNJO_02162	CDS	624		1.3.99.-		Acyl-CoA dehydrogenase FadE34
LNBKKNJO_02163	CDS	1194				hypothetical protein
LNBKKNJO_02164	CDS	252				hypothetical protein
LNBKKNJO_02165	CDS	1185	mdtH_1			Multidrug resistance protein MdtH
LNBKKNJO_02166	CDS	720	nudL_2	3.6.1.-		putative Nudix hydrolase NudL
LNBKKNJO_02167	CDS	315				hypothetical protein
LNBKKNJO_02168	CDS	1152				hypothetical protein
LNBKKNJO_02169	CDS	207				hypothetical protein
LNBKKNJO_02170	CDS	177	mmoX_2	1.14.13.25		Methane monooxygenase component A alpha chain
LNBKKNJO_02171	CDS	261				putative protein
LNBKKNJO_02172	CDS	1428		2.3.1.20		Putative diacyglycerol O-acyltransferase
